"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/24/2014","Federal Express","CHECK CARD PURCHASE XXXXX4884 FEDEX XXXXX6654 XXXXX3339 TN","39.50","debit","Shipping","Spend - everyday spending","",""
"2/23/2014","Converse","CONVERSE # 21","111.44","credit","Credit Card Payment","Chase Southwest CC","",""
"2/21/2014","Amazon","ACH DEBIT XXXXX6389 AMAZON PAYMENT","150.00","debit","Shopping","Spend - everyday spending","",""
"2/20/2014","PayPal","ACH WEB-SINGLE 4CCJ27UEYKDXN PAYPAL ECHECK","103.00","debit","Shopping","Spend - everyday spending","",""
"2/20/2014","Converse","CONVERSE # 21","111.44","debit","Clothing","Chase Southwest CC","",""
"2/20/2014","Converse","CONVERSE # 21","111.44","debit","Clothing","Chase Southwest CC","",""
"2/19/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"2/19/2014","Levi's","LEVIS OUTLET  04004396","86.98","debit","Clothing","Chase Southwest CC","",""
"2/19/2014","Fossil","FOSSIL #479","114.17","debit","Clothing","Chase Southwest CC","",""
"2/19/2014","Godiva","GODIVA  160","6.00","debit","Uncategorized","Chase Southwest CC","",""
"2/19/2014","Sq Yogurt Star","SQ *YOGURT STAR","25.00","debit","Fast Food","Chase Southwest CC","",""
"2/19/2014","Seoul Gom Tang","SEOUL GOM TANG","44.00","debit","Restaurants","Chase Southwest CC","",""
"2/19/2014","Shell","SHELL OIL 57444213201","54.70","debit","Gas & Fuel","Chase Southwest CC","",""
"2/18/2014","Whole Foods","CHECK CARD PURCHASE XXXXX4884 SQ *WHOLE FOODS MARKET Mountain Vi CA","32.61","debit","Groceries","Spend - everyday spending","",""
"2/18/2014","V Erde","CHECK CARD PURCHASE XXXXX4884 V ERDE MOUNTAIN VI CA","10.00","debit","Uncategorized","Spend - everyday spending","",""
"2/18/2014","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","5.99","debit","Music","Spend - everyday spending","",""
"2/18/2014","Umami","UMAMI PALO ALTO","37.00","debit","Restaurants","Chase Southwest CC","",""
"2/18/2014","Jackthreads Com","JackThreads.com","224.95","debit","Clothing","Chase Southwest CC","",""
"2/18/2014","Com Tam Thanh","COM TAM THANH","20.00","debit","Restaurants","Chase Southwest CC","",""
"2/17/2014","My Spoonfuls","MY SPOONFULS","27.95","debit","Restaurants","Chase Southwest CC","",""
"2/17/2014","Xanh Restaurant","XANH RESTAURANT","173.01","debit","Restaurants","Chase Southwest CC","",""
"2/17/2014","AMC","AMC CUPERTINO SQ #0424","20.50","debit","Movies & DVDs","Chase Southwest CC","",""
"2/17/2014","Anh Hong Restaurant","ANH HONG RESTAURANT","78.00","debit","Restaurants","Chase Southwest CC","",""
"2/16/2014","Cooking Papa","COOKING PAPA","36.00","debit","Restaurants","Chase Southwest CC","",""
"2/16/2014","Safeway","SAFEWAY  STORE00015743","47.41","debit","Groceries","Chase Southwest CC","",""
"2/14/2014","Stein","CHECK CARD PURCHASE XXXXX4884 STEIN'S MOUNTAIN VI CA","18.40","debit","Uncategorized","Spend - everyday spending","",""
"2/14/2014","Zd Linkedin Corpora","ACH CREDIT XXXXX2992ZD LINKEDIN CORPORA DIRECT DEP","2260.33","credit","Paycheck","Spend - everyday spending","",""
"2/14/2014","Stein","CHECK CARD PURCHASE XXXXX4884 STEIN&#039;S MOUNTAIN VI CA","18.40","debit","Groceries","Spend - everyday spending","",""
"2/14/2014","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","0.99","debit","Music","Spend - everyday spending","",""
"2/13/2014","Interest Charge","PURCHASE INTEREST CHARGE","19.42","debit","Finance Charge","Chase freedom CC","",""
"2/13/2014","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"2/13/2014","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"2/13/2014","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","4.52","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"2/13/2014","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"2/13/2014","Paymentto Asos Com","PaymentTo ASOS.COM Ltd","127.53","debit","Uncategorized","PayPal Smart Connect","",""
"2/12/2014","Nob Hill Foods","GOOGLE *Nob Hill Foods","5.97","debit","Groceries","Chase freedom CC","",""
"2/12/2014","Shell","POS PURCHASE POS86187401 0523298 SHELL SERVICE SAN JOSE CA","56.88","debit","Gas & Fuel","Spend - everyday spending","",""
"2/11/2014","Transfer to CREDIT CARD","ACH DEBIT XXXXX3915 CHASE AUTOPAY","27.00","debit","Credit Card Payment","Spend - everyday spending","",""
"2/11/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"2/10/2014","Transfer from Spend - everyday spending","AUTOMATIC PAYMENT - THANK","27.00","credit","Credit Card Payment","Chase freedom CC","",""
"2/10/2014","Thank You Bill","Payment Thank You Bill Pa","2200.00","credit","Credit Card Payment","Chase Southwest CC","",""
"2/10/2014","Fireside Pizza Olympic","CHECK CARD PURCHASE XXXXX4884 FIRESIDE PIZZA CO OLYMPIC VAL CA","4.36","debit","Restaurants","Spend - everyday spending","",""
"2/10/2014","Fireside Pizza Olympic","CHECK CARD PURCHASE XXXXX4884 FIRESIDE PIZZA CO OLYMPIC VAL CA","14.00","debit","Restaurants","Spend - everyday spending","",""
"2/10/2014","Sq Yogurt Star","CHECK CARD PURCHASE XXXXX4884 SQ *YOGURT STAR San Jose CA","10.00","debit","Fast Food","Spend - everyday spending","",""
"2/10/2014","PayPal","ACH WEB-SINGLE 4CCJ27TKE77DA PAYPAL INST XFER","406.99","debit","Shopping","Spend - everyday spending","",""
"2/07/2014","Balance Transfer","BALANCE TRANSFER","80.00","debit","Transfer","BankAmericard Platinum Plus Visa","",""
"2/07/2014","Btrf Chase Services","BTRF CHASE CARD SERVICES","2200.00","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"2/07/2014","Balance Transfer","BALANCE TRANSFER","88.00","debit","Transfer","BankAmericard Platinum Plus Visa","",""
"2/07/2014","Banana Republic","BTRF BANANA REPUBLIC DUAL CARD","2000.00","debit","Clothing","BankAmericard Platinum Plus Visa","",""
"2/07/2014","Interest Charge","PURCHASE INTEREST CHARGE","30.09","debit","Finance Charge","Chase Southwest CC","",""
"2/06/2014","Capitol Premie","POS PURCHASE POS10041801 0437608 CAPITOL PREMIE SAN JOSE CA","11.13","debit","Uncategorized","Spend - everyday spending","",""
"2/06/2014","Transfer to CREDIT CARD","ACH DEBIT XXXXX3148 CHASE AUTOPAY","50.00","debit","Credit Card Payment","Spend - everyday spending","",""
"2/06/2014","Balance Transfer","BALANCE TRANSFER TO 44799","2450.00","debit","Transfer","Chase Slate","",""
"2/05/2014","Sports Basemen","POS PURCHASE POS00027780 0413614 SPORTS BASEMEN SUNNYVALE CA","89.61","debit","Uncategorized","Spend - everyday spending","",""
"2/05/2014","House Pho Llc","CHECK CARD PURCHASE XXXXX4884 HOUSE OF PHO LLC. SUNNYVALE CA","40.00","debit","Restaurants","Spend - everyday spending","",""
"2/05/2014","Target","GOOGLE *Target","3.48","debit","Shopping","Chase freedom CC","",""
"2/05/2014","Transfer from Spend - everyday spending","AUTOMATIC PAYMENT - THANK","50.00","credit","Credit Card Payment","Chase Southwest CC","",""
"2/04/2014","Shell","POS PURCHASE POS86531101 0443632 SHELL SERVICE MOUNTAIN VIE CA","39.28","debit","Gas & Fuel","Spend - everyday spending","",""
"2/04/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"2/04/2014","Subway","CHECK CARD PURCHASE XXXXX4884 SUBWAY 00329441 MIL PITAS CA","6.75","debit","Fast Food","Spend - everyday spending","",""
"2/04/2014","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","12.94","debit","Restaurants","Spend - everyday spending","",""
"2/03/2014","Walgreens","POS PURCHASE POS17557043 1737820 WALGREENS 342 MILPITAS CA","29.58","debit","Pharmacy","Spend - everyday spending","",""
"2/03/2014","Buca Di Beppo","CHECK CARD PURCHASE XXXXX4884 BUCA DI BEPPO-PALO ALT PALO ALTO CA","36.00","debit","Restaurants","Spend - everyday spending","",""
"2/03/2014","Cafe Venetia","CHECK CARD PURCHASE XXXXX4884 CAFE VENETIA INC PALO ALTO CA","16.86","debit","Restaurants","Spend - everyday spending","",""
"2/03/2014","Sq Yogurt Star","CHECK CARD PURCHASE XXXXX4884 SQ *YOGURT STAR San Jose CA","24.25","debit","Fast Food","Spend - everyday spending","",""
"2/03/2014","Ckfxxxxx Bk Amer","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"2/03/2014","Walgreens","POS PURCHASE POS17737361 1737821 WALGREENS 342 MILPITAS CA","23.13","debit","Pharmacy","Spend - everyday spending","",""
"2/03/2014","Marina Grocery","POS PURCHASE POS18364522 1737819 MARINA GROCERY MILPITAS CA","110.71","debit","Groceries","Spend - everyday spending","",""
"2/03/2014","Walgreens","POS PURCHASE POS00848668 1737822 WALGREENS 121 MOUNTAIN VIE CA","6.83","debit","Pharmacy","Spend - everyday spending","",""
"2/01/2014","Ba Electronic","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"1/31/2014","Zd Linkedin Corpora","ACH CREDIT XXXXX4232ZD LINKEDIN CORPORA DIRECT DEP","2260.36","credit","Paycheck","Spend - everyday spending","",""
"1/31/2014","Safeway","POS PURCHASE POS15740004 0552455 SAFEWAY STORE SAN JOSE CA","22.26","debit","Groceries","Spend - everyday spending","",""
"1/30/2014","Shell","POS PURCHASE POS86531101 0402242 SHELL SERVICE MOUNTAIN VIE CA","38.89","debit","Gas & Fuel","Spend - everyday spending","",""
"1/30/2014","Banana Br Epay","ACH WEBSINGLE XXXXX3574 BANANA VISA BR EPAY","1000.00","debit","Bills & Utilities","Spend - everyday spending","",""
"1/30/2014","ATM Withdrawal Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"1/30/2014","ATM Fee Reimbursement","ATM TRANSACTION FEE REIMBURSEMENT","2.50","credit","Income","Spend - everyday spending","",""
"1/30/2014","ATM Withdrawal Mac 241 Castro Street","ATM WITHDRAWAL MAC8199227N0129 4884 241 CASTRO ST. MT. VIEW CA","42.99","debit","Cash & ATM","Spend - everyday spending","",""
"1/29/2014","Bmwfinancial Svs Bmwfs","ACH DEBIT XXXXX3009 BMWFINANCIAL SVS BMWFS PYMT","619.45","debit","Auto Payment","Spend - everyday spending","",""
"1/29/2014","Audible.com","CHECK CARD PURCHASE XXXXX4884 Audible XXXXX5051 NJ","14.95","debit","Books","Spend - everyday spending","",""
"1/28/2014","USPS","POS PURCHASE POS34703493 0444088 USPS XXXXX8017 MOUNTAIN VIE CA","8.50","debit","Shipping","Spend - everyday spending","",""
"1/28/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"1/27/2014","Shell","POS PURCHASE POS86531101 1529803 SHELL SERVICE MOUNTAIN VIE CA","39.20","debit","Gas & Fuel","Spend - everyday spending","",""
"1/27/2014","Subway","CHECK CARD PURCHASE XXXXX4884 SUBWAY 00329441 MIL PITAS CA","5.43","debit","Fast Food","Spend - everyday spending","",""
"1/27/2014","City Berkeley Ips","CHECK CARD PURCHASE XXXXX4884 CITY OF BERKELEY- IPS BERKELEY CA","1.55","debit","Uncategorized","Spend - everyday spending","",""
"1/27/2014","Ucb Parking Trans","CHECK CARD PURCHASE XXXXX4884 UCB PARKING AND TRANS BERKELEY CA","2.00","debit","Parking","Spend - everyday spending","",""
"1/27/2014","Collector","CHECK CARD PURCHASE XXXXX4884 COLLECTOR BERKELEY CA","4.91","debit","Uncategorized","Spend - everyday spending","",""
"1/27/2014","Stacksocial Ca","CHECK CARD PURCHASE XXXXX4884 STACKSOCIAL XXXXX6768 CA","9.50","debit","Electronics & Software","Spend - everyday spending","",""
"1/27/2014","Lynda Sandwich","POS PURCHASE POS45598101 1529801 LYNDA SANDWICH SAN JOSE CA","11.63","debit","Restaurants","Spend - everyday spending","",""
"1/27/2014","AMC","CHECK CARD PURCHASE XXXXX4884 AMC CUPERTINO SQ #0424 CUPERTINO CA","24.00","debit","Movies & DVDs","Spend - everyday spending","",""
"1/27/2014","Ici Ice Cream","CHECK CARD PURCHASE XXXXX4884 ICI ICE CREAM LLC BERKELEY CA","12.00","debit","Uncategorized","Spend - everyday spending","",""
"1/27/2014","Ucb Parking Trans","CHECK CARD PURCHASE XXXXX4884 UCB PARKING AND TRANS BERKELEY CA","1.00","debit","Parking","Spend - everyday spending","",""
"1/27/2014","Macy's","POS PURCHASE POS18618474 1529802 MACY&#039;S 35 SANTA CLARA CA","32.60","debit","Clothing","Spend - everyday spending","",""
"1/27/2014","Kotetsu","CHECK CARD PURCHASE XXXXX4884 KOTETSU SANTA CLARA CA","27.00","debit","Uncategorized","Spend - everyday spending","",""
"1/24/2014","Sousas Wines A","POS PURCHASE POS88480001 0509315 SOUSAS WINES A MTN VIEW CA","21.18","debit","Alcohol & Bars","Spend - everyday spending","",""
"1/24/2014","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","6.47","debit","Restaurants","Spend - everyday spending","",""
"1/24/2014","Nob Hill Foods","GOOGLE *Nob Hill Foods","1.99","debit","Groceries","Chase freedom CC","",""
"1/22/2014","Walgreens","POS PURCHASE POS05233805 0352506 WALGREENS 342 MILPITAS CA","11.95","debit","Pharmacy","Spend - everyday spending","",""
"1/22/2014","Amazon","ACH DEBIT XXXXX6389 AMAZON PAYMENT","150.00","debit","Shopping","Spend - everyday spending","",""
"1/22/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"1/22/2014","Groupon","GROUPON INC","39.00","debit","Uncategorized","Chase freedom CC","",""
"1/21/2014","PayPal","ACH WEB-SINGLE 4CCJ27RW7FYS6 PAYPAL ECHECK","100.00","debit","Shopping","Spend - everyday spending","",""
"1/21/2014","Rebtel Services Luxembourg","CHECK CARD PURCHASE XXXXX4884 REBTEL SERVICES LUXEMBOURG LU","10.00","debit","Uncategorized","Spend - everyday spending","",""
"1/21/2014","Arco","POS PURCHASE POS92129301 2084854 ARCO PAYPOINT FAIRFIELD CA","21.09","debit","Gas & Fuel","Spend - everyday spending","",""
"1/21/2014","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0120 LU","0.30","debit","Service Fee","Spend - everyday spending","",""
"1/21/2014","Lucky","GOOGLE *Lucky Supermkt","5.43","debit","Groceries","Chase freedom CC","",""
"1/21/2014","Walgreens","GOOGLE *Walgreens Co","4.34","debit","Pharmacy","Chase freedom CC","",""
"1/21/2014","Avis","AVIS RENT-A-CAR 1","110.15","debit","Rental Car & Taxi","Chase Southwest CC","",""
"1/20/2014","Nob Hill Foods","GOOGLE *Nob Hill Foods","5.97","debit","Groceries","Chase freedom CC","",""
"1/20/2014","Walgreens","GOOGLE *Walgreens Co","3.25","debit","Pharmacy","Chase freedom CC","",""
"1/17/2014","Pham Si Capitalone","ACH CREDIT XXXXX2156 PHAM,SI CAPITALONE","800.00","credit","Income","Spend - everyday spending","",""
"1/17/2014","PayPal","ACH WEB-SINGLE J222222BWV59L PAYPAL INST XFER","1000.00","debit","Shopping","Spend - everyday spending","",""
"1/17/2014","Check 208","CHECK 208 072055289","500.00","debit","Check","Spend - everyday spending","",""
"1/15/2014","Zd Linkedin Corpora","ACH CREDIT XXXXX4752ZD LINKEDIN CORPORA DIRECT DEP","2260.34","credit","Paycheck","Spend - everyday spending","",""
"1/14/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","50.00","debit","Transfer","Spend - everyday spending","",""
"1/14/2014","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/14/2014","Interest Charged Purchases","Interest Charged on Purchases","5.62","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"1/14/2014","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/14/2014","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"1/13/2014","Interest Charge","PURCHASE INTEREST CHARGE","18.47","debit","Finance Charge","Chase freedom CC","",""
"1/13/2014","Com Tam Thanh","COM TAM THANH","19.00","debit","Restaurants","Chase Southwest CC","",""
"1/13/2014","Amazon","AMAZON.COM N SEATTLE WA","11.70","credit","Shopping","Spend - everyday spending","",""
"1/13/2014","Recurring Twxmoney Ny","RECURRING CHECK CARD XXXXX4012 TWXMONEY XXXXX6317 NY","2.00","debit","Uncategorized","Spend - everyday spending","",""
"1/13/2014","Chase Autopay","ACH DEBIT XXXXX3172 CHASE AUTOPAY","26.00","debit","Credit Card Payment","Spend - everyday spending","",""
"1/10/2014","Automatic Thank","AUTOMATIC PAYMENT - THANK","26.00","credit","Credit Card Payment","Chase freedom CC","",""
"1/09/2014","Paymentto Lift Tickets","PaymentTo Lift Tickets","194.66","debit","Entertainment","PayPal Smart Connect","",""
"1/09/2014","Transfer to 6605","ACH WEBRECUR XXXXX1711 CITI AUTOPAY PAYMENT","19.95","debit","Credit Card Payment","Spend - everyday spending","",""
"1/08/2014","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","23.98","debit","Shopping","Spend - everyday spending","",""
"1/08/2014","Recurring Twxwired Ny","RECURRING CHECK CARD XXXXX4008 TWXWIRED XXXXX6317 NY","2.00","debit","Uncategorized","Spend - everyday spending","",""
"1/08/2014","PayPal","ACH WEB-SINGLE 4CCJ27QZ9RV2Y PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"1/08/2014","Transfer from Spend - everyday spending","AUTOPAY 999990000015189RAUTOPAY AUTO-PMT","19.95","credit","Credit Card Payment","6605","",""
"1/08/2014","Interest Charge","PURCHASE INTEREST CHARGE","28.28","debit","Finance Charge","Chase Southwest CC","",""
"1/07/2014","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"1/07/2014","Music","GOOGLE *Music","9.99","debit","Music","Chase freedom CC","",""
"1/06/2014","Transfer to CREDIT CARD","ACH DEBIT XXXXX3002 CHASE AUTOPAY","44.00","debit","Credit Card Payment","Spend - everyday spending","",""
"1/06/2014","Amazon","N0105 4884 PAYMENT POS00000101 1558805 AMAZON.COM SEATTLE WA","11.70","debit","Shopping","Spend - everyday spending","",""
"1/05/2014","Transfer from Spend - everyday spending","AUTOMATIC PAYMENT - THANK","44.00","credit","Credit Card Payment","Chase Southwest CC","",""
"1/04/2014","Combatgent Com","COMBATGENT.COM","43.50","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"1/03/2014","Banana Br Epay","ACH WEBSINGLE XXXXX9859 BANANA VISA BR EPAY","1000.00","debit","Bills & Utilities","Spend - everyday spending","",""
"1/03/2014","Combatgent Com","COMBATGENT.COM","40.00","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"1/02/2014","Neiman Marcus","PaymentTo Neiman Marcus","6.96","debit","Clothing","PayPal Smart Connect","",""
